Format,1.0B,
Memory Length,10000,
IntpDistance,0,
Trigger Address,4999,
Trigger Level,3.980E-01,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E-01,
Vertical Position,-4.160E-01,
Horizontal Units,S,
Horizontal Scale,1.000E-01,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Display Last Dot Address,10000,
Waveform Last Dot Address,0,
SincET Mode,Real Time,
Sampling Period,1.000E-04,
Horizontal Old Scale,1.000E-01,
Horizontal Old Position,0.000E+00,
Firmware,V1.32,
Mode,Detail,
Waveform Data,
2.395000e-01,8.32e-01,
2.396000e-01,8.32e-01,
2.397000e-01,8.24e-01,
2.398000e-01,8.24e-01,
2.399000e-01,8.24e-01,
2.400000e-01,8.32e-01,
2.401000e-01,8.24e-01,
2.402000e-01,8.24e-01,
2.403000e-01,8.20e-01,
2.404000e-01,8.20e-01,
2.405000e-01,8.20e-01,
2.406000e-01,8.24e-01,
2.407000e-01,8.24e-01,
2.408000e-01,8.20e-01,
2.409000e-01,8.20e-01,
2.410000e-01,8.16e-01,
2.411000e-01,8.20e-01,
2.412000e-01,8.16e-01,
2.413000e-01,7.48e-01,
2.414000e-01,7.20e-01,
2.415000e-01,7.12e-01,
2.416000e-01,7.72e-01,
2.417000e-01,7.12e-01,
2.418000e-01,7.04e-01,
2.419000e-01,7.80e-01,
2.420000e-01,7.80e-01,
2.421000e-01,7.80e-01,
2.422000e-01,7.64e-01,
2.423000e-01,7.64e-01,
2.424000e-01,7.04e-01,
2.425000e-01,6.88e-01,
2.426000e-01,7.00e-01,
2.427000e-01,7.00e-01,
2.428000e-01,6.80e-01,
2.429000e-01,7.32e-01,
2.430000e-01,7.04e-01,
2.431000e-01,7.08e-01,
2.432000e-01,7.08e-01,
2.433000e-01,7.20e-01,
2.434000e-01,6.76e-01,
2.435000e-01,6.64e-01,
2.436000e-01,7.24e-01,
2.437000e-01,6.64e-01,
2.438000e-01,6.60e-01,
2.439000e-01,6.68e-01,
2.440000e-01,7.12e-01,
2.441000e-01,6.96e-01,
2.442000e-01,7.12e-01,
2.443000e-01,7.12e-01,
2.444000e-01,7.32e-01,
2.445000e-01,7.08e-01,
2.446000e-01,7.20e-01,
2.447000e-01,7.12e-01,
2.448000e-01,7.08e-01,
2.449000e-01,7.44e-01,
2.450000e-01,7.44e-01,
2.451000e-01,7.52e-01,
2.452000e-01,7.52e-01,
2.453000e-01,7.28e-01,
2.454000e-01,7.56e-01,
2.455000e-01,7.56e-01,
2.456000e-01,7.56e-01,
2.457000e-01,7.64e-01,
2.458000e-01,7.64e-01,
2.459000e-01,7.68e-01,
2.460000e-01,7.68e-01,
2.461000e-01,7.68e-01,
2.462000e-01,7.68e-01,
2.463000e-01,7.68e-01,
2.464000e-01,7.68e-01,
2.465000e-01,7.68e-01,
2.466000e-01,7.68e-01,
2.467000e-01,7.68e-01,
2.468000e-01,7.68e-01,
2.469000e-01,7.64e-01,
2.470000e-01,7.64e-01,
2.471000e-01,7.64e-01,
2.472000e-01,7.56e-01,
2.473000e-01,7.64e-01,
2.474000e-01,6.76e-01,
2.475000e-01,7.56e-01,
2.476000e-01,7.56e-01,
2.477000e-01,7.56e-01,
2.478000e-01,7.56e-01,
2.479000e-01,6.60e-01,
2.480000e-01,7.24e-01,
2.481000e-01,7.32e-01,
2.482000e-01,7.36e-01,
2.483000e-01,7.32e-01,
2.484000e-01,7.24e-01,
2.485000e-01,7.32e-01,
2.486000e-01,7.44e-01,
2.487000e-01,7.20e-01,
2.488000e-01,7.24e-01,
2.489000e-01,7.24e-01,
2.490000e-01,7.28e-01,
2.491000e-01,7.36e-01,
2.492000e-01,7.08e-01,
2.493000e-01,7.44e-01,
2.494000e-01,7.32e-01,
2.495000e-01,7.48e-01,
2.496000e-01,7.24e-01,
2.497000e-01,7.52e-01,
2.498000e-01,7.48e-01,
2.499000e-01,7.52e-01,
2.500000e-01,7.56e-01,
2.501000e-01,7.52e-01,
2.502000e-01,7.56e-01,
2.503000e-01,7.56e-01,
2.504000e-01,7.52e-01,
2.505000e-01,7.56e-01,
2.506000e-01,7.56e-01,
2.507000e-01,7.56e-01,
2.508000e-01,7.56e-01,
2.509000e-01,7.52e-01,
2.510000e-01,7.52e-01,
2.511000e-01,7.48e-01,
2.512000e-01,7.48e-01,
2.513000e-01,7.36e-01,
2.514000e-01,7.32e-01,
2.515000e-01,7.48e-01,
2.516000e-01,7.48e-01,
2.517000e-01,7.48e-01,
2.518000e-01,7.48e-01,
2.519000e-01,7.24e-01,
2.520000e-01,7.44e-01,
2.521000e-01,7.44e-01,
2.522000e-01,7.20e-01,
2.523000e-01,7.32e-01,
2.524000e-01,7.24e-01,
2.525000e-01,6.80e-01,
2.526000e-01,7.20e-01,
2.527000e-01,7.36e-01,
2.528000e-01,7.36e-01,
2.529000e-01,7.72e-01,
2.530000e-01,7.04e-01,
2.531000e-01,7.52e-01,
2.532000e-01,7.36e-01,
2.533000e-01,7.52e-01,
2.534000e-01,6.80e-01,
2.535000e-01,6.84e-01,
2.536000e-01,6.68e-01,
2.537000e-01,7.68e-01,
2.538000e-01,7.68e-01,
2.539000e-01,7.68e-01,
2.540000e-01,7.72e-01,
2.541000e-01,7.76e-01,
2.542000e-01,7.80e-01,
2.543000e-01,7.76e-01,
2.544000e-01,7.80e-01,
2.545000e-01,7.80e-01,
2.546000e-01,7.76e-01,
2.547000e-01,7.80e-01,
2.548000e-01,7.76e-01,
2.549000e-01,7.32e-01,
2.550000e-01,7.32e-01,
2.551000e-01,7.36e-01,
2.552000e-01,7.32e-01,
2.553000e-01,7.32e-01,
2.554000e-01,7.36e-01,
2.555000e-01,7.32e-01,
2.556000e-01,7.32e-01,
2.557000e-01,7.32e-01,
2.558000e-01,7.32e-01,
2.559000e-01,7.28e-01,
2.560000e-01,7.28e-01,
2.561000e-01,7.28e-01,
2.562000e-01,7.24e-01,
2.563000e-01,7.24e-01,
2.564000e-01,7.20e-01,
2.565000e-01,7.12e-01,
2.566000e-01,7.20e-01,
2.567000e-01,6.76e-01,
2.568000e-01,6.68e-01,
2.569000e-01,7.08e-01,
2.570000e-01,7.12e-01,
2.571000e-01,6.88e-01,
2.572000e-01,7.00e-01,
2.573000e-01,7.08e-01,
2.574000e-01,7.00e-01,
2.575000e-01,6.80e-01,
2.576000e-01,6.80e-01,
2.577000e-01,7.80e-01,
2.578000e-01,7.76e-01,
2.579000e-01,7.88e-01,
2.580000e-01,7.88e-01,
2.581000e-01,7.88e-01,
2.582000e-01,7.88e-01,
2.583000e-01,7.92e-01,
2.584000e-01,7.88e-01,
2.585000e-01,7.72e-01,
2.586000e-01,6.64e-01,
2.587000e-01,7.12e-01,
2.588000e-01,7.76e-01,
2.589000e-01,7.80e-01,
2.590000e-01,7.76e-01,
2.591000e-01,7.80e-01,
2.592000e-01,7.36e-01,
2.593000e-01,7.24e-01,
2.594000e-01,7.08e-01,
2.595000e-01,7.08e-01,
2.596000e-01,7.68e-01,
2.597000e-01,7.12e-01,
2.598000e-01,6.96e-01,
2.599000e-01,6.88e-01,
2.600000e-01,6.84e-01,
2.601000e-01,7.32e-01,
2.602000e-01,7.08e-01,
2.603000e-01,7.56e-01,
2.604000e-01,7.56e-01,
2.605000e-01,7.52e-01,
2.606000e-01,7.44e-01,
2.607000e-01,7.44e-01,
2.608000e-01,7.32e-01,
2.609000e-01,7.28e-01,
2.610000e-01,7.20e-01,
2.611000e-01,7.12e-01,
2.612000e-01,7.12e-01,
2.613000e-01,7.08e-01,
2.614000e-01,7.24e-01,
2.615000e-01,7.12e-01,
2.616000e-01,6.84e-01,
2.617000e-01,6.84e-01,
2.618000e-01,6.76e-01,
2.619000e-01,6.76e-01,
2.620000e-01,6.80e-01,
2.621000e-01,6.44e-01,
2.622000e-01,6.60e-01,
2.623000e-01,6.40e-01,
2.624000e-01,6.36e-01,
2.625000e-01,6.56e-01,
2.626000e-01,6.36e-01,
2.627000e-01,6.44e-01,
2.628000e-01,6.32e-01,
2.629000e-01,6.40e-01,
2.630000e-01,6.52e-01,
2.631000e-01,6.44e-01,
2.632000e-01,6.56e-01,
2.633000e-01,6.56e-01,
2.634000e-01,6.52e-01,
2.635000e-01,6.40e-01,
2.636000e-01,6.36e-01,
2.637000e-01,6.52e-01,
2.638000e-01,6.32e-01,
2.639000e-01,6.56e-01,
2.640000e-01,6.40e-01,
2.641000e-01,6.40e-01,
2.642000e-01,6.44e-01,
2.643000e-01,6.52e-01,
2.644000e-01,6.40e-01,
2.645000e-01,6.44e-01,
2.646000e-01,6.40e-01,
2.647000e-01,6.44e-01,
2.648000e-01,6.36e-01,
2.649000e-01,6.44e-01,
2.650000e-01,6.44e-01,
2.651000e-01,6.44e-01,
2.652000e-01,6.40e-01,
2.653000e-01,6.76e-01,
2.654000e-01,6.64e-01,
2.655000e-01,7.00e-01,
2.656000e-01,6.80e-01,
2.657000e-01,7.20e-01,
2.658000e-01,6.76e-01,
2.659000e-01,6.60e-01,
2.660000e-01,6.44e-01,
2.661000e-01,6.52e-01,
2.662000e-01,6.60e-01,
2.663000e-01,7.28e-01,
2.664000e-01,6.40e-01,
2.665000e-01,7.20e-01,
2.666000e-01,6.56e-01,
2.667000e-01,6.60e-01,
2.668000e-01,6.36e-01,
2.669000e-01,6.44e-01,
2.670000e-01,6.44e-01,
2.671000e-01,6.40e-01,
2.672000e-01,6.32e-01,
2.673000e-01,6.40e-01,
2.674000e-01,6.44e-01,
2.675000e-01,6.36e-01,
2.676000e-01,6.36e-01,
2.677000e-01,6.36e-01,
2.678000e-01,6.44e-01,
2.679000e-01,6.44e-01,
2.680000e-01,6.52e-01,
2.681000e-01,6.36e-01,
2.682000e-01,6.52e-01,
2.683000e-01,6.44e-01,
2.684000e-01,6.40e-01,
2.685000e-01,6.44e-01,
2.686000e-01,6.52e-01,
2.687000e-01,6.44e-01,
2.688000e-01,6.32e-01,
2.689000e-01,6.40e-01,
2.690000e-01,6.32e-01,
2.691000e-01,6.52e-01,
2.692000e-01,6.40e-01,
2.693000e-01,6.36e-01,
2.694000e-01,6.64e-01,
2.695000e-01,6.40e-01,
2.696000e-01,6.40e-01,
2.697000e-01,6.44e-01,
2.698000e-01,6.40e-01,
2.699000e-01,6.40e-01,
2.700000e-01,6.44e-01,
2.701000e-01,6.60e-01,
2.702000e-01,6.56e-01,
2.703000e-01,6.52e-01,
2.704000e-01,6.40e-01,
2.705000e-01,6.36e-01,
2.706000e-01,6.40e-01,
2.707000e-01,6.40e-01,
2.708000e-01,6.36e-01,
2.709000e-01,6.52e-01,
2.710000e-01,6.52e-01,
2.711000e-01,6.44e-01,
2.712000e-01,6.56e-01,
2.713000e-01,6.56e-01,
2.714000e-01,6.52e-01,
2.715000e-01,6.44e-01,
2.716000e-01,6.52e-01,
2.717000e-01,6.64e-01,
2.718000e-01,6.52e-01,
2.719000e-01,6.84e-01,
2.720000e-01,6.40e-01,
2.721000e-01,6.40e-01,
2.722000e-01,6.60e-01,
2.723000e-01,6.44e-01,
2.724000e-01,6.52e-01,
2.725000e-01,6.60e-01,
2.726000e-01,6.44e-01,
2.727000e-01,6.56e-01,
2.728000e-01,6.44e-01,
2.729000e-01,6.52e-01,
2.730000e-01,6.44e-01,
2.731000e-01,6.52e-01,
2.732000e-01,6.40e-01,
2.733000e-01,6.40e-01,
2.734000e-01,6.52e-01,
2.735000e-01,6.56e-01,
2.736000e-01,6.56e-01,
2.737000e-01,6.84e-01,
2.738000e-01,6.64e-01,
2.739000e-01,6.60e-01,
2.740000e-01,6.56e-01,
2.741000e-01,6.56e-01,
2.742000e-01,6.60e-01,
2.743000e-01,6.64e-01,
2.744000e-01,6.44e-01,
2.745000e-01,6.76e-01,
2.746000e-01,6.64e-01,
2.747000e-01,6.52e-01,
2.748000e-01,6.68e-01,
2.749000e-01,6.40e-01,
2.750000e-01,6.64e-01,
2.751000e-01,6.60e-01,
2.752000e-01,6.76e-01,
2.753000e-01,6.64e-01,
2.754000e-01,6.84e-01,
2.755000e-01,6.80e-01,
2.756000e-01,6.84e-01,
2.757000e-01,6.80e-01,
2.758000e-01,6.52e-01,
2.759000e-01,6.56e-01,
2.760000e-01,6.60e-01,
2.761000e-01,6.56e-01,
2.762000e-01,6.60e-01,
2.763000e-01,6.56e-01,
2.764000e-01,6.52e-01,
2.765000e-01,6.32e-01,
2.766000e-01,6.40e-01,
2.767000e-01,6.40e-01,
2.768000e-01,6.40e-01,
2.769000e-01,6.36e-01,
2.770000e-01,6.52e-01,
2.771000e-01,6.36e-01,
2.772000e-01,6.36e-01,
2.773000e-01,6.52e-01,
2.774000e-01,6.44e-01,
2.775000e-01,6.60e-01,
2.776000e-01,6.60e-01,
2.777000e-01,6.52e-01,
2.778000e-01,6.44e-01,
2.779000e-01,6.44e-01,
2.780000e-01,6.44e-01,
2.781000e-01,6.44e-01,
2.782000e-01,6.68e-01,
2.783000e-01,6.40e-01,
2.784000e-01,6.44e-01,
2.785000e-01,6.44e-01,
2.786000e-01,6.52e-01,
2.787000e-01,6.44e-01,
2.788000e-01,6.52e-01,
2.789000e-01,6.52e-01,
2.790000e-01,6.44e-01,
2.791000e-01,6.44e-01,
2.792000e-01,6.52e-01,
2.793000e-01,6.40e-01,
2.794000e-01,6.40e-01,
2.795000e-01,6.52e-01,
2.796000e-01,6.60e-01,
2.797000e-01,6.56e-01,
2.798000e-01,6.64e-01,
2.799000e-01,6.52e-01,
2.800000e-01,6.56e-01,
2.801000e-01,6.36e-01,
2.802000e-01,6.44e-01,
2.803000e-01,6.52e-01,
2.804000e-01,6.36e-01,
2.805000e-01,6.44e-01,
2.806000e-01,6.32e-01,
2.807000e-01,6.56e-01,
2.808000e-01,6.56e-01,
2.809000e-01,6.44e-01,
2.810000e-01,6.40e-01,
2.811000e-01,6.40e-01,
2.812000e-01,6.56e-01,
2.813000e-01,6.96e-01,
2.814000e-01,6.80e-01,
2.815000e-01,7.00e-01,
2.816000e-01,6.44e-01,
2.817000e-01,6.60e-01,
2.818000e-01,6.56e-01,
2.819000e-01,6.64e-01,
2.820000e-01,6.68e-01,
2.821000e-01,6.56e-01,
2.822000e-01,6.40e-01,
2.823000e-01,6.60e-01,
2.824000e-01,6.76e-01,
2.825000e-01,7.12e-01,
2.826000e-01,7.08e-01,
2.827000e-01,7.04e-01,
2.828000e-01,7.00e-01,
2.829000e-01,7.04e-01,
2.830000e-01,7.12e-01,
2.831000e-01,7.08e-01,
2.832000e-01,7.20e-01,
2.833000e-01,7.12e-01,
2.834000e-01,7.04e-01,
2.835000e-01,6.96e-01,
2.836000e-01,6.80e-01,
2.837000e-01,6.80e-01,
2.838000e-01,6.52e-01,
2.839000e-01,6.44e-01,
2.840000e-01,6.52e-01,
2.841000e-01,6.52e-01,
2.842000e-01,6.52e-01,
2.843000e-01,6.40e-01,
2.844000e-01,6.44e-01,
2.845000e-01,6.52e-01,
2.846000e-01,6.40e-01,
2.847000e-01,6.40e-01,
2.848000e-01,6.88e-01,
2.849000e-01,6.80e-01,
2.850000e-01,7.00e-01,
2.851000e-01,7.04e-01,
2.852000e-01,7.56e-01,
2.853000e-01,7.52e-01,
2.854000e-01,7.72e-01,
2.855000e-01,7.80e-01,
2.856000e-01,7.76e-01,
2.857000e-01,7.56e-01,
2.858000e-01,7.48e-01,
2.859000e-01,7.52e-01,
2.860000e-01,7.64e-01,
2.861000e-01,7.72e-01,
2.862000e-01,7.72e-01,
2.863000e-01,7.72e-01,
2.864000e-01,7.44e-01,
2.865000e-01,7.64e-01,
2.866000e-01,7.04e-01,
2.867000e-01,6.88e-01,
2.868000e-01,7.00e-01,
2.869000e-01,6.88e-01,
2.870000e-01,6.84e-01,
2.871000e-01,6.80e-01,
2.872000e-01,6.84e-01,
2.873000e-01,6.88e-01,
2.874000e-01,6.84e-01,
2.875000e-01,6.84e-01,
2.876000e-01,6.84e-01,
2.877000e-01,6.76e-01,
2.878000e-01,6.76e-01,
2.879000e-01,6.80e-01,
2.880000e-01,6.80e-01,
2.881000e-01,6.84e-01,
2.882000e-01,6.76e-01,
2.883000e-01,6.80e-01,
2.884000e-01,6.80e-01,
2.885000e-01,6.84e-01,
2.886000e-01,6.84e-01,
2.887000e-01,6.80e-01,
2.888000e-01,6.80e-01,
2.889000e-01,6.80e-01,
2.890000e-01,6.84e-01,
2.891000e-01,6.84e-01,
2.892000e-01,6.84e-01,
2.893000e-01,6.76e-01,
2.894000e-01,7.20e-01,
2.895000e-01,6.56e-01,
2.896000e-01,6.88e-01,
2.897000e-01,6.80e-01,
2.898000e-01,6.88e-01,
2.899000e-01,6.84e-01,
2.900000e-01,7.04e-01,
2.901000e-01,6.60e-01,
2.902000e-01,7.12e-01,
2.903000e-01,7.08e-01,
2.904000e-01,7.20e-01,
2.905000e-01,6.88e-01,
2.906000e-01,7.12e-01,
2.907000e-01,6.76e-01,
2.908000e-01,7.08e-01,
2.909000e-01,7.00e-01,
2.910000e-01,6.80e-01,
2.911000e-01,6.76e-01,
2.912000e-01,7.04e-01,
2.913000e-01,6.76e-01,
2.914000e-01,6.96e-01,
2.915000e-01,7.04e-01,
2.916000e-01,6.76e-01,
2.917000e-01,6.80e-01,
2.918000e-01,7.00e-01,
2.919000e-01,6.80e-01,
2.920000e-01,6.80e-01,
2.921000e-01,7.00e-01,
2.922000e-01,7.04e-01,
2.923000e-01,7.04e-01,
2.924000e-01,6.96e-01,
2.925000e-01,6.64e-01,
2.926000e-01,6.76e-01,
2.927000e-01,7.04e-01,
2.928000e-01,6.96e-01,
2.929000e-01,6.60e-01,
2.930000e-01,7.00e-01,
2.931000e-01,7.00e-01,
2.932000e-01,6.76e-01,
2.933000e-01,7.00e-01,
2.934000e-01,7.00e-01,
2.935000e-01,7.04e-01,
2.936000e-01,7.04e-01,
2.937000e-01,7.00e-01,
2.938000e-01,7.00e-01,
2.939000e-01,6.80e-01,
2.940000e-01,7.00e-01,
2.941000e-01,7.00e-01,
2.942000e-01,7.04e-01,
2.943000e-01,7.24e-01,
2.944000e-01,7.32e-01,
2.945000e-01,7.24e-01,
2.946000e-01,7.28e-01,
2.947000e-01,7.32e-01,
2.948000e-01,7.44e-01,
2.949000e-01,7.52e-01,
2.950000e-01,7.48e-01,
2.951000e-01,7.36e-01,
2.952000e-01,6.96e-01,
2.953000e-01,7.20e-01,
2.954000e-01,7.00e-01,
2.955000e-01,6.68e-01,
2.956000e-01,7.00e-01,
2.957000e-01,7.04e-01,
2.958000e-01,6.56e-01,
2.959000e-01,7.12e-01,
2.960000e-01,7.20e-01,
2.961000e-01,7.20e-01,
2.962000e-01,7.20e-01,
2.963000e-01,7.24e-01,
2.964000e-01,7.24e-01,
2.965000e-01,7.24e-01,
2.966000e-01,7.24e-01,
2.967000e-01,7.20e-01,
2.968000e-01,7.12e-01,
2.969000e-01,7.12e-01,
2.970000e-01,7.20e-01,
2.971000e-01,7.20e-01,
2.972000e-01,7.20e-01,
2.973000e-01,7.12e-01,
2.974000e-01,7.20e-01,
2.975000e-01,7.12e-01,
2.976000e-01,7.20e-01,
2.977000e-01,7.12e-01,
2.978000e-01,7.12e-01,
2.979000e-01,7.20e-01,
2.980000e-01,7.20e-01,
2.981000e-01,7.20e-01,
2.982000e-01,7.20e-01,
2.983000e-01,7.12e-01,
2.984000e-01,7.20e-01,
2.985000e-01,7.20e-01,
2.986000e-01,7.24e-01,
2.987000e-01,7.24e-01,
2.988000e-01,7.08e-01,
2.989000e-01,7.28e-01,
2.990000e-01,7.12e-01,
2.991000e-01,7.12e-01,
2.992000e-01,7.04e-01,
2.993000e-01,7.24e-01,
2.994000e-01,7.20e-01,
2.995000e-01,7.12e-01,
2.996000e-01,7.12e-01,
2.997000e-01,7.12e-01,
2.998000e-01,6.68e-01,
2.999000e-01,7.24e-01,
3.000000e-01,7.24e-01,
3.001000e-01,7.28e-01,
3.002000e-01,7.24e-01,
3.003000e-01,7.24e-01,
3.004000e-01,7.20e-01,
3.005000e-01,7.24e-01,
3.006000e-01,7.20e-01,
3.007000e-01,7.24e-01,
3.008000e-01,7.20e-01,
3.009000e-01,7.12e-01,
3.010000e-01,7.04e-01,
3.011000e-01,7.04e-01,
3.012000e-01,7.04e-01,
3.013000e-01,7.08e-01,
3.014000e-01,6.88e-01,
3.015000e-01,6.84e-01,
3.016000e-01,7.08e-01,
3.017000e-01,6.84e-01,
3.018000e-01,6.88e-01,
3.019000e-01,6.88e-01,
3.020000e-01,7.00e-01,
3.021000e-01,7.00e-01,
3.022000e-01,6.64e-01,
3.023000e-01,6.76e-01,
3.024000e-01,6.76e-01,
3.025000e-01,6.76e-01,
3.026000e-01,6.84e-01,
3.027000e-01,6.84e-01,
3.028000e-01,6.80e-01,
3.029000e-01,6.80e-01,
3.030000e-01,6.84e-01,
3.031000e-01,6.96e-01,
3.032000e-01,6.52e-01,
3.033000e-01,6.44e-01,
3.034000e-01,6.32e-01,
3.035000e-01,6.80e-01,
3.036000e-01,6.80e-01,
3.037000e-01,6.20e-01,
3.038000e-01,6.44e-01,
3.039000e-01,6.40e-01,
3.040000e-01,6.36e-01,
3.041000e-01,6.68e-01,
3.042000e-01,6.52e-01,
3.043000e-01,6.56e-01,
3.044000e-01,6.80e-01,
3.045000e-01,6.68e-01,
3.046000e-01,6.32e-01,
3.047000e-01,6.60e-01,
3.048000e-01,6.32e-01,
3.049000e-01,6.56e-01,
3.050000e-01,6.80e-01,
3.051000e-01,6.44e-01,
3.052000e-01,6.44e-01,
3.053000e-01,6.32e-01,
3.054000e-01,6.76e-01,
3.055000e-01,6.44e-01,
3.056000e-01,6.20e-01,
3.057000e-01,6.36e-01,
3.058000e-01,6.20e-01,
3.059000e-01,6.40e-01,
3.060000e-01,6.36e-01,
3.061000e-01,6.44e-01,
3.062000e-01,6.40e-01,
3.063000e-01,6.36e-01,
3.064000e-01,6.76e-01,
3.065000e-01,6.76e-01,
3.066000e-01,6.60e-01,
3.067000e-01,6.76e-01,
3.068000e-01,6.76e-01,
3.069000e-01,6.76e-01,
3.070000e-01,6.76e-01,
3.071000e-01,6.76e-01,
3.072000e-01,6.76e-01,
3.073000e-01,7.20e-01,
3.074000e-01,7.24e-01,
3.075000e-01,7.24e-01,
3.076000e-01,7.24e-01,
3.077000e-01,7.32e-01,
3.078000e-01,7.28e-01,
3.079000e-01,7.28e-01,
3.080000e-01,7.24e-01,
3.081000e-01,7.28e-01,
3.082000e-01,7.24e-01,
3.083000e-01,7.32e-01,
3.084000e-01,7.28e-01,
3.085000e-01,7.28e-01,
3.086000e-01,7.28e-01,
3.087000e-01,7.08e-01,
3.088000e-01,7.12e-01,
3.089000e-01,6.96e-01,
3.090000e-01,7.12e-01,
3.091000e-01,7.00e-01,
3.092000e-01,6.32e-01,
3.093000e-01,7.04e-01,
3.094000e-01,7.20e-01,
3.095000e-01,7.08e-01,
3.096000e-01,7.04e-01,
3.097000e-01,7.04e-01,
3.098000e-01,7.00e-01,
3.099000e-01,7.00e-01,
3.100000e-01,6.88e-01,
3.101000e-01,6.96e-01,
3.102000e-01,6.76e-01,
3.103000e-01,6.88e-01,
3.104000e-01,6.88e-01,
3.105000e-01,6.68e-01,
3.106000e-01,6.76e-01,
3.107000e-01,6.52e-01,
3.108000e-01,6.80e-01,
3.109000e-01,6.96e-01,
3.110000e-01,6.84e-01,
3.111000e-01,6.96e-01,
3.112000e-01,6.88e-01,
3.113000e-01,6.96e-01,
3.114000e-01,6.96e-01,
3.115000e-01,6.96e-01,
3.116000e-01,6.96e-01,
3.117000e-01,7.00e-01,
3.118000e-01,6.96e-01,
3.119000e-01,6.96e-01,
3.120000e-01,6.96e-01,
3.121000e-01,6.80e-01,
3.122000e-01,6.96e-01,
3.123000e-01,6.84e-01,
3.124000e-01,6.84e-01,
3.125000e-01,6.88e-01,
3.126000e-01,6.88e-01,
3.127000e-01,6.96e-01,
3.128000e-01,6.88e-01,
3.129000e-01,6.88e-01,
3.130000e-01,6.52e-01,
3.131000e-01,6.76e-01,
3.132000e-01,6.88e-01,
3.133000e-01,6.84e-01,
3.134000e-01,6.76e-01,
3.135000e-01,6.60e-01,
3.136000e-01,6.56e-01,
3.137000e-01,6.76e-01,
3.138000e-01,6.80e-01,
3.139000e-01,6.64e-01,
3.140000e-01,6.80e-01,
3.141000e-01,6.76e-01,
3.142000e-01,6.40e-01,
3.143000e-01,6.68e-01,
3.144000e-01,6.68e-01,
3.145000e-01,6.68e-01,
3.146000e-01,6.68e-01,
3.147000e-01,6.56e-01,
3.148000e-01,6.60e-01,
3.149000e-01,6.52e-01,
3.150000e-01,6.64e-01,
3.151000e-01,6.20e-01,
3.152000e-01,6.64e-01,
3.153000e-01,6.56e-01,
3.154000e-01,6.64e-01,
3.155000e-01,6.84e-01,
3.156000e-01,6.68e-01,
3.157000e-01,6.68e-01,
3.158000e-01,6.76e-01,
3.159000e-01,6.68e-01,
3.160000e-01,6.80e-01,
3.161000e-01,6.76e-01,
3.162000e-01,6.84e-01,
3.163000e-01,6.88e-01,
3.164000e-01,6.84e-01,
3.165000e-01,6.88e-01,
3.166000e-01,6.96e-01,
3.167000e-01,6.96e-01,
3.168000e-01,6.88e-01,
3.169000e-01,6.88e-01,
3.170000e-01,6.96e-01,
3.171000e-01,6.96e-01,
3.172000e-01,6.96e-01,
3.173000e-01,6.96e-01,
3.174000e-01,6.88e-01,
3.175000e-01,6.96e-01,
3.176000e-01,6.88e-01,
3.177000e-01,6.88e-01,
3.178000e-01,6.88e-01,
3.179000e-01,6.88e-01,
3.180000e-01,6.96e-01,
3.181000e-01,6.96e-01,
3.182000e-01,6.96e-01,
3.183000e-01,6.88e-01,
3.184000e-01,6.84e-01,
3.185000e-01,6.84e-01,
3.186000e-01,6.84e-01,
3.187000e-01,6.80e-01,
3.188000e-01,6.80e-01,
3.189000e-01,6.80e-01,
3.190000e-01,6.84e-01,
3.191000e-01,6.80e-01,
3.192000e-01,6.68e-01,
3.193000e-01,6.84e-01,
3.194000e-01,7.00e-01,
3.195000e-01,6.84e-01,
3.196000e-01,6.80e-01,
3.197000e-01,6.80e-01,
3.198000e-01,6.24e-01,
3.199000e-01,6.20e-01,
3.200000e-01,6.24e-01,
3.201000e-01,6.32e-01,
3.202000e-01,6.24e-01,
3.203000e-01,6.68e-01,
3.204000e-01,6.36e-01,
3.205000e-01,6.84e-01,
3.206000e-01,6.84e-01,
3.207000e-01,6.80e-01,
3.208000e-01,6.84e-01,
3.209000e-01,6.40e-01,
3.210000e-01,6.56e-01,
3.211000e-01,6.36e-01,
3.212000e-01,6.52e-01,
3.213000e-01,6.84e-01,
3.214000e-01,6.56e-01,
3.215000e-01,6.80e-01,
3.216000e-01,6.76e-01,
3.217000e-01,6.52e-01,
3.218000e-01,6.52e-01,
3.219000e-01,6.88e-01,
3.220000e-01,6.64e-01,
3.221000e-01,6.60e-01,
3.222000e-01,6.40e-01,
3.223000e-01,6.52e-01,
3.224000e-01,6.56e-01,
3.225000e-01,6.96e-01,
3.226000e-01,6.52e-01,
3.227000e-01,6.84e-01,
3.228000e-01,6.56e-01,
3.229000e-01,6.68e-01,
3.230000e-01,7.08e-01,
3.231000e-01,6.60e-01,
3.232000e-01,6.68e-01,
3.233000e-01,6.60e-01,
3.234000e-01,6.64e-01,
3.235000e-01,6.56e-01,
3.236000e-01,6.56e-01,
3.237000e-01,6.60e-01,
3.238000e-01,6.64e-01,
3.239000e-01,6.56e-01,
3.240000e-01,6.56e-01,
3.241000e-01,6.40e-01,
3.242000e-01,6.52e-01,
3.243000e-01,6.44e-01,
3.244000e-01,6.40e-01,
3.245000e-01,6.56e-01,
3.246000e-01,7.44e-01,
3.247000e-01,7.48e-01,
